Baby	106.57
Baby	110.305
Baby	77.34
Baby	88.6275
Baby	95.95
Baby	101.211666667
Baby	105.181428571
Baby	108.55375
Baby	111.395555556
Baby	113.831
Baby	103.609090909
Baby	106.565
Baby	110.336153846
Baby	113.908571429
Baby	117.368666667
Baby	120.615625
Baby	123.497058824
Baby	126.237222222
Baby	128.781052632
Baby	131.197
Baby	133.79952381
Baby	136.174545455
Baby	138.760869565
Baby	133.817916667
Baby	136.7964
Baby	139.673846154
Baby	142.642592593
Baby	145.748214286
Baby	148.657931034
Baby	151.723
Baby	154.749354839
Baby	157.7921875
Baby	160.652121212
Baby	163.650588235
Baby	159.728285714
Baby	162.781388889
Baby	165.67027027
Baby	168.562894737
Baby	171.341794872
Baby	173.99
Baby	176.606585366
Baby	179.128571429
Baby	181.548604651
Baby	184.053409091
Baby	180.615555556
Baby	183.075434783
Baby	179.810638298
Baby	182.252291667
Baby	184.613469388
Baby	186.9386
Baby	189.277647059
Baby	191.636538462
Baby	193.969433962
Baby	196.268518519
Baby	198.581818182
Baby	200.839821429
Baby	203.113508772
Baby	205.424482759
Baby	207.667457627
Baby	209.908333333
Baby	212.140491803
Baby	214.313387097
Baby	216.500634921
Baby	218.74015625
Baby	220.997846154
Baby	223.301818182
Baby	225.55358209
Baby	227.803529412
Baby	229.998405797
Baby	232.246857143
Baby	234.45943662
Baby	231.754444444
Baby	234.139041096
Baby	236.482837838
Baby	238.990533333
Baby	241.477105263
Baby	243.904415584
Baby	241.336410256
Baby	238.84443038
Baby	241.45825
Baby	244.067407407
Baby	246.647195122
Baby	249.33060241
Baby	251.979761905
Baby	249.570705882
Baby	246.724767442
Baby	249.507816092
Baby	252.253636364
Baby	249.998202247
Baby	247.810111111
Baby	245.703846154
Baby	243.64576087
Baby	241.71311828
Baby	239.212340426
Baby	237.501789474
Baby	235.844270833
Baby	234.22628866
Baby	232.642142857
Baby	231.138484848
Baby	229.6888
Baby	228.362772277
Baby	226.219117647
Baby	224.987087379
Baby	224.987087379
Books	0.4
Books	51.6
Books	71.4533333333
Books	56.445
Books	68.89
Books	77.5483333333
Books	84.2614285714
Books	75.3625
Books	81.5533333333
Books	86.649
Books	91.3181818182
Books	95.2283333333
Books	88.9861538462
Books	92.7335714286
Books	96.8013333333
Books	100.459375
Books	95.49
Books	99.6055555556
Books	103.716842105
Books	108.229
Books	112.429047619
Books	116.396363636
Books	112.20826087
Books	115.919583333
Books	119.85
Books	123.483846154
Books	119.712222222
Books	123.285
Books	126.777931034
Books	130.133
Books	133.571290323
Books	136.8121875
Books	139.886060606
Books	142.853235294
Books	145.818285714
Books	148.708333333
Books	151.728108108
Books	154.62
Books	157.413076923
Books	160.07075
Books	162.641219512
Books	165.114047619
Books	167.610465116
Books	164.438181818
Books	167.031333333
Books	169.518478261
Books	171.940851064
Books	174.305833333
Books	176.577346939
Books	178.795
Books	181.128039216
Books	183.471346154
Books	185.758490566
Books	182.892962963
Books	185.306909091
Books	187.635714286
Books	189.893333333
Books	192.095
Books	189.384067797
Books	191.674166667
Books	194.002786885
Books	196.333548387
Books	198.592698413
Books	200.8809375
Books	203.125076923
Books	205.327727273
Books	207.643134328
Books	209.992205882
Books	212.352173913
Books	214.663142857
Books	216.923239437
Books	219.189027778
Books	216.712328767
Books	218.977567568
Books	221.2072
Books	223.404342105
Books	225.69038961
Books	227.962820513
Books	230.265189873
Books	232.54425
Books	234.771728395
Books	236.950853659
Books	239.191686747
Books	241.401190476
Books	243.625529412
Books	245.86872093
Books	248.085747126
Books	250.291022727
Books	252.470337079
Books	254.610111111
Books	256.83043956
Books	254.549021739
Books	256.894408602
Books	259.253723404
Books	261.621368421
Books	263.969583333
Books	266.348659794
Books	268.731020408
Books	266.553737374
Books	264.4537
Books	262.439207921
Books	260.504215686
Books	258.68184466
Books	256.900576923
Books	255.276
Books	253.708207547
Books	252.187476636
Books	250.697962963
Books	249.236513761
Books	247.837818182
Books	247.837818182
Cameras	101.7
Cameras	102.785
Cameras	104.563333333
Cameras	106.005
Cameras	107.918
Cameras	109.811666667
Cameras	113.081428571
Cameras	116.66375
Cameras	119.458888889
Cameras	122.302
Cameras	125.414545455
Cameras	128.015
Cameras	130.277692308
Cameras	132.650714286
Cameras	134.925333333
Cameras	137.14125
Cameras	139.303529412
Cameras	141.611666667
Cameras	143.904736842
Cameras	146.091
Cameras	148.31952381
Cameras	150.346818182
Cameras	152.216086957
Cameras	154.005
Cameras	155.906
Cameras	157.705384615
Cameras	159.667777778
Cameras	161.691071429
Cameras	163.61
Cameras	165.503
Cameras	167.344193548
Cameras	169.1153125
Cameras	164.684848485
Cameras	166.598235294
Cameras	168.435714286
Cameras	170.212777778
Cameras	171.901621622
Cameras	167.991842105
Cameras	170.096410256
Cameras	172.1765
Cameras	174.177804878
Cameras	176.104047619
Cameras	178.035581395
Cameras	179.893636364
Cameras	181.690222222
Cameras	183.513695652
Cameras	185.274042553
Cameras	187.095416667
Cameras	188.859387755
Cameras	190.7188
Cameras	192.555882353
Cameras	194.395769231
Cameras	196.258301887
Cameras	198.094444444
Cameras	199.909636364
Cameras	201.660357143
Cameras	203.481754386
Cameras	205.283103448
Cameras	207.042711864
Cameras	208.932166667
Cameras	210.810819672
Cameras	207.935322581
Cameras	210.050634921
Cameras	207.310625
Cameras	209.543846154
Cameras	211.779848485
Cameras	209.158656716
Cameras	211.482205882
Cameras	213.911304348
Cameras	216.273571429
Cameras	218.588450704
Cameras	216.081805556
Cameras	218.523287671
Cameras	220.954324324
Cameras	223.344666667
Cameras	225.672236842
Cameras	227.992077922
Cameras	230.403333333
Cameras	232.848227848
Cameras	235.236125
Cameras	237.611111111
Cameras	239.973658537
Cameras	242.295662651
Cameras	244.569047619
Cameras	246.811058824
Cameras	249.141046512
Cameras	251.455057471
Cameras	253.740795455
Cameras	255.99741573
Cameras	258.205111111
Cameras	255.870769231
Cameras	258.084891304
Cameras	260.260645161
Cameras	262.442340426
Cameras	264.647473684
Cameras	266.9821875
Cameras	269.302886598
Cameras	266.612653061
Cameras	263.978585859
Cameras	261.9361
Cameras	259.963663366
Cameras	258.054803922
Cameras	256.197475728
Cameras	254.386538462
Cameras	252.632190476
Cameras	250.952169811
Cameras	248.681775701
Cameras	247.126111111
Cameras	245.613394495
Cameras	244.180727273
Cameras	242.782072072
Cameras	241.416428571
Cameras	240.091504425
Cameras	238.843947368
Cameras	238.843947368
CDs	101.61
CDs	102.54
CDs	102.986666667
CDs	105.105
CDs	86.348
CDs	73.9083333333
CDs	80.2128571429
CDs	85.135
CDs	89.5677777778
CDs	93.544
CDs	96.8263636364
CDs	99.8091666667
CDs	93.1815384615
CDs	96.4178571429
CDs	99.3006666667
CDs	101.90875
CDs	104.348823529
CDs	106.545
CDs	108.538947368
CDs	110.391
CDs	112.258571429
CDs	114.257272727
CDs	116.145217391
CDs	117.925833333
CDs	119.9008
CDs	121.771538462
CDs	123.517407407
CDs	125.281071429
CDs	127.075517241
CDs	128.788333333
CDs	130.422903226
CDs	131.98
CDs	133.582727273
CDs	135.353235294
CDs	132.043714286
CDs	133.821666667
CDs	135.537567568
CDs	137.165
CDs	134.15974359
CDs	135.82125
CDs	137.45902439
CDs	134.675952381
CDs	136.446511628
CDs	138.148863636
CDs	135.126444444
CDs	136.857173913
CDs	138.576382979
CDs	140.244375
CDs	141.877346939
